@relation knowledge
@attribute red numeric
@attribute green numeric
@attribute blue numeric
@attribute hue_sin numeric
@attribute hue_cos numeric
@attribute saturation numeric
@attribute value numeric
@attribute vol numeric
@attribute length_1 numeric
@attribute length_2 numeric
@attribute length_3 numeric
@attribute cuboid_length_relation_1 numeric
@attribute cuboid_length_relation_2 numeric
@attribute label_2d string
@attribute shape numeric
@attribute class {http://www.suturo.de/ontology/hierarchy#baguette,http://www.suturo.de/ontology/hierarchy#corny}
@data
144,82,57,0.97437,0.224951,0.629131,0.568405,0.0013049,0.217431,0.217431,0.047997,1,4.53011,baguette,2,http://www.suturo.de/ontology/hierarchy#baguette
144,82,57,0.970296,0.241922,0.628819,0.568092,0.00121603,0.219301,0.219301,0.0445984,1,4.91725,?,3,http://www.suturo.de/ontology/hierarchy#baguette
144,82,58,0.97437,0.224951,0.6275,0.568743,0.00132308,0.219308,0.219308,0.04851,1,4.52089,?,1,http://www.suturo.de/ontology/hierarchy#baguette
145,82,57,0.961262,0.275637,0.628202,0.569572,0.00129301,0.217273,0.217273,0.0480668,1,4.52023,?,1,http://www.suturo.de/ontology/hierarchy#baguette
144,82,57,0.961262,0.275637,0.630316,0.568659,0.00127193,0.217652,0.217652,0.0470404,1,4.62692,?,2,http://www.suturo.de/ontology/hierarchy#baguette
145,82,57,0.970296,0.241922,0.631145,0.569784,0.00124047,0.217106,0.217106,0.046559,1,4.66303,cafetfilter,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,58,0.965926,0.258819,0.627232,0.569182,0.0012357,0.218602,0.218602,0.0454001,1,4.81501,?,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,57,0.961262,0.275637,0.629343,0.56947,0.00130648,0.2188,0.2188,0.0480353,1,4.55499,?,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,58,0.970296,0.241922,0.628865,0.570025,0.00126491,0.219686,0.219686,0.0462998,1,4.74487,?,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,57,0.978148,0.207912,0.628805,0.569445,0.00128726,0.21716,0.21716,0.0466288,1,4.6572,?,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,57,0.965926,0.258819,0.631032,0.569387,0.00130442,0.220302,0.220302,0.0474694,1,4.64092,?,3,http://www.suturo.de/ontology/hierarchy#baguette
144,82,57,0.965926,0.258819,0.631967,0.569003,0.00131575,0.218968,0.218968,0.0483336,1,4.53036,?,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,58,0.97437,0.224951,0.626175,0.569992,0.0012534,0.218942,0.218942,0.0465724,1,4.7011,cafetfilter,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,58,0.978148,0.207912,0.627365,0.569614,0.0011799,0.216386,0.216386,0.0441678,1,4.89919,?,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,58,0.970296,0.241922,0.628536,0.56983,0.00130794,0.216072,0.216072,0.0485368,1,4.45172,?,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,57,0.970296,0.241922,0.6306,0.569912,0.00126634,0.218499,0.218499,0.046521,1,4.69678,cafetfilter,2,http://www.suturo.de/ontology/hierarchy#baguette
144,82,57,0.970296,0.241922,0.633105,0.569021,0.00126414,0.216311,0.216311,0.047423,1,4.56131,?,1,http://www.suturo.de/ontology/hierarchy#baguette
145,83,58,0.970296,0.241922,0.628352,0.569775,0.00133699,0.222738,0.222738,0.0471403,1,4.72501,?,3,http://www.suturo.de/ontology/hierarchy#baguette
144,82,57,0.978148,0.207912,0.629994,0.568974,0.00131292,0.217935,0.217935,0.0483202,1,4.51023,?,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,57,0.97437,0.224951,0.630733,0.569691,0.00128623,0.215718,0.215718,0.0479549,1,4.49835,?,3,http://www.suturo.de/ontology/hierarchy#baguette
145,83,58,0.970296,0.241922,0.627379,0.570007,0.00136608,0.217437,0.217437,0.0510869,1,4.25621,?,1,http://www.suturo.de/ontology/hierarchy#baguette
144,82,57,0.965926,0.258819,0.62925,0.568682,0.00125226,0.217271,0.217271,0.0463366,1,4.68896,cafetfilter,3,http://www.suturo.de/ontology/hierarchy#baguette
144,82,58,0.978148,0.207912,0.62517,0.568853,0.00123091,0.214792,0.214792,0.0465548,1,4.61375,cafetfilter,1,http://www.suturo.de/ontology/hierarchy#baguette
145,82,57,0.970296,0.241922,0.631268,0.569114,0.00123167,0.216938,0.216938,0.0456756,1,4.74955,?,3,http://www.suturo.de/ontology/hierarchy#baguette
144,82,58,0.978148,0.207912,0.628973,0.569018,0.00121457,0.216011,0.216011,0.0458545,1,4.71079,?,1,http://www.suturo.de/ontology/hierarchy#baguette
144,82,57,0.965926,0.258819,0.629488,0.568928,0.00127497,0.215806,0.215806,0.0464914,1,4.64184,cafetfilter,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,58,0.965926,0.258819,0.626945,0.570072,0.00126767,0.218829,0.218829,0.046597,1,4.69621,?,1,http://www.suturo.de/ontology/hierarchy#baguette
145,82,57,0.981627,0.190809,0.629694,0.569393,0.00125298,0.216147,0.216147,0.0456922,1,4.73049,?,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,58,0.970296,0.241922,0.627788,0.569157,0.0013509,0.219257,0.219257,0.0483239,1,4.53724,?,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,58,0.970296,0.241922,0.628086,0.569347,0.00133465,0.21887,0.21887,0.0481002,1,4.5503,?,3,http://www.suturo.de/ontology/hierarchy#baguette
144,82,57,0.978148,0.207912,0.630373,0.567875,0.00129322,0.217574,0.217574,0.0475713,1,4.57364,?,3,http://www.suturo.de/ontology/hierarchy#baguette
144,82,57,0.956305,0.292372,0.632232,0.568874,0.0012751,0.21692,0.21692,0.0471363,1,4.60198,?,3,http://www.suturo.de/ontology/hierarchy#baguette
145,83,58,0.956305,0.292372,0.629731,0.57041,0.00134821,0.215492,0.215492,0.0501771,1,4.29462,?,1,http://www.suturo.de/ontology/hierarchy#baguette
144,82,58,0.97437,0.224951,0.627493,0.56893,0.00131447,0.2201,0.2201,0.0474536,1,4.63822,?,3,http://www.suturo.de/ontology/hierarchy#baguette
145,82,58,0.97437,0.224951,0.626805,0.56941,0.00129092,0.21793,0.21793,0.0476445,1,4.57409,?,3,http://www.suturo.de/ontology/hierarchy#baguette
144,82,58,0.970296,0.241922,0.627198,0.568916,0.00123975,0.21672,0.21672,0.0448791,1,4.82898,?,2,http://www.suturo.de/ontology/hierarchy#baguette
